Avg. Area Income,Avg. Area House Age,Avg. Area Number of Bedrooms,Area Population,Avg. Area Number of Rooms,Address,Price
77352.6376,6,4,39667.50726,1,Ostad Moein,1380000000
76053.55143,6,2,45636.33004,3,Ostad Moein,1180000000
92669.58803,7,4,31467.48119,1,Jordan,11385000000
40748.65309,9,5,46643.15684,3,Northern Chitgar,690000000
68176.06978,3,1,32525.44517,4,Jeyhoon,1850000000
84824.22063,9,3,27862.67322,4,Shahran,4080000000
38571.96367,5,3,47386.79361,4,Vanak,7900000000
63843.75576,5,5,37703.29694,1,Saadat Abad,4950000000
87444.16914,9,1,51591.67557,3,Salsabil,3500000000
63409.97679,4,2,56256.98203,4,Azarbaijan,1620000000
55096.79665,8,2,52405.28006,1,Yousef Abad,7200000000
84597.30492,6,5,31143.88966,4,Northern Chitgar,320000000
71408.29574,6,3,49463.04926,5,Punak,3000000000
77376.17331,5,5,38105.77786,4,Komeil,1670000000
58968.02847,6,4,50936.33086,2,North Program Organization,2950000000
86528.92654,7,1,27593.12576,2,Azarbaijan,1800000000
63274.67073,9,3,38904.6674,1,Andisheh,950000000
72264.48799,6,2,32827.67547,2,East Ferdows Boulevard,2980000000
56180.59143,3,3,41036.28415,2,Northern Chitgar,875000000
59952.6575,6,4,50752.19402,4,Saadat Abad,6000000000
59938.7511,5,5,44065.14943,5,Fatemi,3100000000
72847.98842,5,2,21985.73467,2,Parand,465000000
65803.60065,4,4,36011.05117,3,Amirieh,1700000000
73177.6246,3,4,41971.16183,4,Shahran,3200000000
64469.03364,8,1,43745.99082,5,Shahran,2300000000
87928.13754,5,3,47452.35785,3,Shahr-e-Ziba,3300000000
70844.20552,8,3,33483.65248,2,Shahran,1760000000
87758.43321,5,3,47320.68158,2,Taslihat,1800000000
60555.40504,7,3,49309.85488,4,Sadeghieh,3300000000
60055.6062,7,5,44435.16452,3,Kook,1792000000
88603.20878,9,3,37215.66964,5,Thirteen November,800000000
62873.36969,9,1,41637.79529,2,West Ferdows Boulevard,3400000000
54226.29131,7,3,35596.82458,5,West Ferdows Boulevard,2150000000
76309.49463,3,4,42652.36735,5,Zargandeh,5800000000
68297.51805,8,4,23177.58185,3,Shahran,2410000000
58895.33095,9,1,41856.36586,4,Shahran,2900000000
75782.33514,8,1,23287.07176,5,Shahedshahr,421000000
72314.85339,9,1,35998.31948,4,Shahran,1890000000
70422.29342,5,4,20206.52406,2,Southern Janatabad,1699010000
80407.31142,9,4,22800.03696,1,Northern Chitgar,1315000000
65069.948,8,4,45095.69976,3,Hashemi,950000000
72932.2493,8,1,30072.71973,1,Punak,2800000000
54769.37737,3,3,39001.57097,5,Railway,1536000000
79296.69912,7,1,24298.97473,4,Ostad Moein,1170000000
82353.28923,7,4,31745.92453,1,Jeyhoon,2100000000
38122.52449,9,3,38067.55218,2,Niavaran,15200000000
60757.31681,5,1,29017.40872,3,Kamranieh,34560000000
66469.36947,7,2,22670.60862,4,Central Janatabad,3590000000
59007.67323,7,5,33631.22917,3,Parand,398000000
88876.31715,8,5,29004.16405,5,Punak,2150000000
63242.15127,8,2,14291.15303,5,Darakeh,2900000000
62974.42537,3,5,48184.91635,1,Persian Gulf Martyrs Lake,2300000000
86744.04917,6,2,32474.83452,2,West Ferdows Boulevard,4950000000
69801.45176,7,1,37852.54171,1,Punak,2200000000
63542.30939,7,2,57318.78664,1,Shahran,1880000000
78403.63796,8,1,33686.36508,3,Sattarkhan,28000000000
85662.30268,5,4,42401.60109,3,Jeyhoon,5000000000
82851.73021,8,2,33366.27464,1,Parand,395000000
70934.93726,6,3,36394.25392,2,Aliabad South,850000000
64354.77327,6,3,25495.35594,4,Punak,2300000000
79243.23682,9,5,32761.55673,4,Parand,2100000000
74944.34679,5,4,31389.29137,5,Punak,2050000000
77545.92569,9,2,52740.40917,5,West Ferdows Boulevard,2480000000
69789.3274,8,2,40473.76525,5,Jeyhoon,4700000000
60308.91266,9,2,35971.47013,2,Punak,1880000000
89130.03276,7,1,39154.78733,3,Pirouzi,500000000
73505.59765,9,4,39677.32771,3,Jordan,6700000000
84023.32886,6,2,33106.20003,3,Shahran,2270000000
53971.24038,4,2,46685.36336,1,Niavaran,9000000000
74750.18655,7,3,36538.75655,3,Amirabad,2400000000
56128.00428,3,3,32807.5098,5,Shahran,2590000000
73886.08076,5,2,26038.50819,3,Punak,2750000000
45781.23446,4,2,34660.18308,2,Shahran,3100000000
59788.21893,4,5,15036.26809,5,Ostad Moein,500000000
47320.65721,8,1,15776.6186,1,Southern Janatabad,4500000000
81510.36837,5,5,39937.36926,2,Jordan,13500000000
81013.61529,9,4,45472.04945,2,ShahrAra,2950000000
70829.57801,3,3,49360.09429,2,Gheitarieh,6000000000
94889.80041,4,1,31884.44031,5,Yousef Abad,11000000000
62635.25992,9,4,24348.02587,2,Alborz Complex,645000000
68871.44738,3,5,40863.70121,5,Punak,2300000000
76150.05022,8,5,31443.04433,1,Shahran,4200000000
62443.29155,8,5,37078.68452,4,Shahran,3300000000
57597.58094,3,4,29580.7956,1,Shahran,3950000000
70194.57211,6,3,29254.10631,5,Narmak,2300000000
58342.36779,8,2,19056.04394,5,Ostad Moein,1680000000
64492.95448,3,1,30102.13319,4,Fatemi,4300000000
83284.45152,7,2,24627.5489,5,Punak,2300000000
70975.9711,7,4,61104.36278,2,Central Janatabad,4300000000
77742.18915,6,5,22231.83032,3,Beryanak,682000000
60563.78747,7,5,31568.10149,3,Salsabil,830000000
75454.16429,7,5,51172.94704,2,Karoon,1700000000
74490.40279,3,4,35264.61183,1,Jordan,7700000000
71052.46166,7,3,46731.65749,5,Qasr-od-Dasht,790000000
90293.03121,4,3,26550.71254,4,Salsabil,780000000
62060.94266,4,4,55583.93823,4,Gheitarieh,8610000000
88556.00598,4,1,59262.5393,3,Saadat Abad,8000000000
64780.87583,8,4,27027.05649,4,Eskandari,1280000000
59940.06513,9,3,27129.80378,4,Punak,2800000000
62699.52649,5,1,46419.47037,3,Kamranieh,17000000000
63574.46622,9,2,34714.72072,5,Ekhtiarieh,8100000000
66965.0447,4,5,22890.84154,4,Karoon,880000000
69494.44746,3,5,33916.87535,5,Azarbaijan,1250000000
77131.58343,8,3,34905.05477,4,Central Janatabad,2000000000
70080.62756,5,1,32524.43378,2,Salsabil,1050000000
68311.92623,6,3,39833.09092,4,Farmanieh,33600000000
74727.24516,7,2,27372.30555,1,Parand,455000000
67196.12542,3,5,38417.98087,1,Pirouzi,2376000000
72314.50031,4,3,38251.86262,2,Feiz Garden,1900000000
72792.14234,9,3,55997.84699,4,Jeyhoon,945000000
58272.92972,5,5,39755.90317,3,Azarbaijan,1270000000
72662.61314,6,1,33532.53926,4,Shahryar,2500000000
66036.41541,3,2,23207.68005,3,Gheitarieh,7700000000
69384.37075,3,1,46833.35898,1,Shahran,2350000000
73684.34795,6,2,33448.71108,2,Gheitarieh,8660000000
61056.39661,7,5,53410.40117,3,Niavaran,15000000000
64762.66102,8,4,32136.84415,3,Elahieh,34560000000
71613.75151,6,1,36925.99739,3,Parand,330000000
63989.84052,4,3,32059.7738,5,Ostad Moein,1280000000
66408.80703,8,3,31942.71908,3,Pishva,300000000
57905.49947,9,2,43341.08705,2,Jordan,5200000000
65207.73625,7,3,29668.10144,1,Punak,3300000000
72391.49019,9,2,32674.66916,1,Elahieh,11760000000
74360.18021,5,2,32337.48388,4,Beryanak,740000000
91024.4173,3,1,44381.26754,5,Southern Janatabad,5060000000
65342.80948,8,5,44057.83564,4,Farmanieh,4450000000
80051.84712,6,3,35254.12832,1,Farmanieh,20000000000
69835.564,7,5,19376.31893,5,Gheitarieh,1125000000
70552.56028,3,5,31093.44526,3,Shahr-e-Ziba,2900000000
75099.24722,8,2,14744.05144,2,Azarbaijan,15000000000
49623.12261,5,4,35090.88726,3,Shahran,4080000000
72095.49898,4,3,46379.1216,5,Shahran,3900000000
60864.99773,6,5,25334.77931,3,Shahrake Gharb,18150000000
62503.58703,8,4,35167.57023,5,Pardis,650000000
62130.62308,6,1,40847.89133,3,Shahr-e-Ziba,2150000000
68114.18083,9,4,40035.65037,3,Persian Gulf Martyrs Lake,3500000000
57944.65741,4,2,45260.51974,5,Shahran,4000000000
74130.60632,5,3,49958.58099,5,Shahran,5400000000
67645.16719,8,1,40734.06052,3,Shahrake Qods,550000000
63631.40413,7,1,33108.11515,1,Jeyhoon,1700000000
75172.23413,5,3,43047.12368,1,Saadat Abad,9000000000
76230.12015,8,2,40690.51098,2,Qasr-od-Dasht,1000000000
87307.05225,4,1,46175.12765,5,Shahr-e-Ziba,2480000000
61508.9836,5,1,36962.80755,2,Persian Gulf Martyrs Lake,750000000
51187.42403,8,1,48661.71171,1,Parand,300000000
78394.70842,4,5,34267.1974,1,Parand,300000000
49409.67148,7,4,27805.43744,4,Saadat Abad,8600000000
73031.28456,3,1,37994.32838,3,Mirdamad,8200000000
70872.17512,9,3,27500.99925,5,Parand,780000000
76714.65477,7,5,31534.30517,4,Firoozkooh,470000000
59417.5504,4,2,47119.0371,3,Yousef Abad,18000000000
75474.97326,9,4,24034.62827,3,Golestan,2340000000
67814.41734,9,4,35102.996,4,West Pars,5600000000
75706.68052,5,5,30523.42262,3,Amirabad,4300000000
86939.839,3,5,40702.6124,2,Punak,2150000000
70825.6967,8,5,46508.42663,2,Saadat Abad,11000000000
64750.7773,3,1,54048.34439,1,Jeyhoon,1680000000
54649.23603,8,1,35497.43219,5,Southern Janatabad,900000000
88768.26323,4,4,39144.94759,4,Vahidiyeh,588000000
79036.11378,7,5,45828.21528,2,Shadabad,890000000
71131.38106,8,1,39414.32885,2,Andisheh,797500000
62175.02197,3,4,31317.59839,1,West Ferdows Boulevard,4100000000
64725.07438,3,5,46202.04599,5,Persian Gulf Martyrs Lake,295000000
77013.1806,7,1,43432.87979,3,Persian Gulf Martyrs Lake,290000000
82337.60108,4,5,41186.11422,3,Persian Gulf Martyrs Lake,295000000
66778.10238,5,1,35399.21024,1,Beryanak,760000000
94459.69622,4,1,33515.82879,2,Gheitarieh,7250000000
61436.91891,3,5,42032.61056,4,Parand,380000000
48507.31369,9,1,36395.8883,2,Ozgol,6550000000
56184.68313,9,3,24328.40566,1,Yousef Abad,2150000000
88273.20873,8,1,19686.48073,5,Punak,1900000000
69650.5917,8,3,48017.3688,1,Salsabil,1520000000
55585.64563,9,4,27042.63172,1,Andisheh,980000000
75766.12433,7,5,30776.52673,2,Persian Gulf Martyrs Lake,2720000000
62676.90768,7,4,32487.41128,3,Parand,2100000000
68535.89223,5,3,32770.83362,5,Ozgol,6550000000
66786.96918,8,3,33390.90991,2,Narmak,6300000000
57979.00053,4,4,35553.5187,5,Southern Janatabad,1440000000
66435.50401,4,1,59599.34409,5,Gheitarieh,7000000000
78406.54368,3,5,37544.36702,5,Gheitarieh,9200000000
77287.17322,3,4,35041.73476,4,Southern Janatabad,1150000000
60285.95348,7,1,34769.22786,1,Farmanieh,6100000000
65363.74649,8,2,48714.69033,5,Ahang,1400000000
88508.05348,6,4,36001.26253,2,West Pars,6550000000
71328.91388,7,1,26738.54964,3,Parand,680000000
80041.89748,4,3,39026.48806,1,Naziabad,640000000
81988.54904,8,3,29277.34641,1,Punak,2200000000
65022.8258,4,2,13328.75774,1,Parand,350000000
48783.79809,4,2,31038.37343,4,Jordan,13950000000
65071.02531,5,4,27613.89667,4,Afsarieh,1550000000
63266.18847,3,3,32187.27064,5,Jordan,9500000000
55532.02361,9,4,46509.62656,4,Azarbaijan,3440000000
68735.43661,6,2,27640.56129,1,Azarbaijan,3440000000
68056.30226,5,1,31852.04338,2,Pardis,540000000
54574.59402,3,2,44489.93171,4,Kook,10500000000
87640.3957,6,1,39758.17777,3,Shahrake Gharb,10500000000
70087.56613,7,5,53612.27829,1,Shahrake Gharb,28500000000
86249.99307,9,3,43154.83863,2,Shahrake Gharb,11250000000
73211.13624,5,2,44198.33581,3,Shahrake Gharb,12000000000
71635.4731,7,5,43555.46064,3,Andisheh,708000000
72662.41472,3,3,50672.93037,4,Parand,430000000
77124.80298,3,2,39465.16296,2,Jeyhoon,2250000000
80807.73284,6,3,42405.9154,2,Parand,340000000
46662.76966,9,2,25769.64585,3,Parand,480000000
81833.84152,4,3,25889.75459,2,Central Janatabad,3000000000
70271.10419,6,4,28101.6444,5,Gheitarieh,1550000000
78981.10428,5,1,24386.95085,2,Vahidieh,1280000000
81011.04402,7,2,31435.47785,3,Salsabil,1200000000
73197.70766,7,4,22829.49327,5,Afsarieh,1120000000
65221.5256,6,3,47157.21048,3,West Ferdows Boulevard,3000000000
65745.73181,4,2,33031.54087,4,Shahran,1700000000
64368.878,4,5,42847.64656,1,East Ferdows Boulevard,3000000000
78803.12289,6,3,34422.03006,2,Southern Janatabad,3060000000
63838.34079,7,3,41553.32771,3,Northern Janatabad,5175000000
66461.46669,8,3,26052.73783,2,West Pars,1950000000
60930.18857,4,4,26165.66727,3,Southern Janatabad,2550000000
71784.47362,4,3,30364.32419,3,Southern Janatabad,3000000000
62017.40088,7,5,38177.82027,3,Southern Janatabad,1500000000
60907.694,6,2,34661.55586,2,Central Janatabad,3000000000
64035.51065,5,5,47334.62227,1,Narmak,4000000000
62342.35149,7,3,42311.92104,3,Niavaran,11000000000
69874.81342,9,1,27987.41615,4,ShahrAra,7800000000
65428.54563,9,1,39070.4886,3,Parand,480000000
77118.33129,4,1,31197.76541,5,Marzdaran,10200000000
70604.49033,8,5,26529.69886,3,Feiz Garden,3350000000
75104.55175,6,2,17461.44447,2,Pasdaran,12350000000
68694.50966,6,5,40842.09443,5,Pasdaran,8800000000
77898.51039,5,2,59563.16042,3,Pirouzi,1100000000
72261.20029,6,4,42681.82329,3,Marzdaran,15563000000
60625.05748,4,3,33411.74223,3,Chidz,8600000000
79574.71926,6,5,24884.69658,5,Farmanieh,7200000000
67187.9915,8,5,50485.19154,4,Central Janatabad,1950000000
82998.34592,4,3,35153.58626,1,Mahmoudieh,8400000000
76749.34844,8,5,21136.20377,4,Tehran Now,1500000000
65025.41599,9,4,30028.15861,5,Marzdaran,6700000000
67395.32975,9,5,54687.82183,2,Kook,13000000000
75885.49382,7,5,30067.4772,4,Niavaran,9000000000
72317.80866,5,3,43911.48174,5,Ghoba,8150000000
78069.22397,7,2,23560.52278,2,Southern Janatabad,3300000000
46621.53501,8,3,51321.08578,5,Central Janatabad,3400000000
53594.89651,8,3,42653.86138,2,West Ferdows Boulevard,2000000000
54703.74745,3,5,47490.68592,2,Damavand,1750000000
55430.91809,6,1,40789.59373,1,Salsabil,630000000
62519.35043,8,3,36889.39532,1,Punak,2360000000
69551.51226,6,4,56625.36806,1,Salsabil,1900000000
62726.4184,3,1,39475.81562,2,Amirieh,1800000000
83622.07166,4,1,36637.07871,4,Salsabil,715000000
76170.95747,9,2,52111.97453,4,Shahran,2270000000
55497.00809,4,5,47167.20406,4,Southern Janatabad,3350000000
54600.19452,7,2,64180.3708,3,Republic,1400000000
70841.99649,6,1,37145.63263,2,Rudhen,2850000000
71434.93306,8,1,27324.49815,1,Amirieh,1670000000
46890.5945,9,3,26406.00604,2,Qasr-od-Dasht,1800000000
66894.11695,7,4,28630.36253,1,Amirieh,1650000088
64547.64692,5,3,37084.66586,2,Amirieh,1980000000
75049.03672,9,1,28061.99649,1,Parand,345000000
82903.96939,5,5,44146.22481,4,West Ferdows Boulevard,22500000003
79767.61655,7,2,46430.88165,5,Shahr-e-Ziba,1960000000
66126.80561,6,4,41997.44894,5,East Ferdows Boulevard,5830000000
59306.92663,3,3,34886.24678,2,Abazar,3350000000
51796.13358,7,4,31178.438,4,Pasdaran,9300000000
68636.51426,5,2,43708.88776,2,Heravi,6050000000
56228.73882,5,1,36567.17805,4,Southern Janatabad,3350000000
74855.45823,7,1,32549.676,4,Abazar,740000000
81136.41317,4,3,37050.12939,5,Islamshahr,855000000
66616.19451,7,2,39347.57465,4,Kahrizak,450000000
61437.77627,6,3,24682.28704,2,Javadiyeh,1450000000
64910.38874,3,2,41942.17784,4,Shahran,1470000000
56851.08312,3,4,37438.93604,3,Southern Janatabad,3500000000
66629.25456,4,3,37261.31828,1,Saadat Abad,4550000000
65417.89183,7,2,39446.67486,2,Saadat Abad,3900000000
79510.05199,9,1,32647.78328,3,Atabak,1286500000
46885.24684,5,5,38898.17548,1,Saadat Abad,7500000000
80088.8839,9,3,34402.7529,2,Saadat Abad,3490000000
57311.55413,5,4,21976.64612,5,Saadat Abad,4480000000
69048.78809,8,5,36817.36876,5,Damavand,750000000
54457.12639,6,5,38438.76029,2,Saadat Abad,5250000000
69431.96159,8,4,27408.36553,3,Central Janatabad,1900000000
64536.01498,9,1,33346.40362,3,Shahran,3600000000
69460.27826,7,5,40084.20819,4,Yousef Abad,8140000000
58624.12917,7,3,56547.80418,1,Shahran,3150000000
73560.65759,8,3,26471.25749,5,Darabad,7000000000
92360.1523,9,4,55728.9774,5,Si Metri Ji,8900000000
68279.73798,7,4,47830.63145,2,Narmak,1850000000
71967.9268,4,1,40288.73471,3,Mirdamad,7597000000
58687.1013,8,3,29395.60249,2,Tehransar,1180000000
64799.86302,3,4,39602.16076,2,Jeyhoon,1725000000
70553.92422,4,3,22179.64077,1,Shahr-e-Ziba,2850000000
65606.35861,4,1,37975.77792,5,Yakhchiabad,1000000000
59110.58118,9,4,37977.75751,2,Persian Gulf Martyrs Lake,865000000
49783.91944,3,5,38680.45405,1,Shoosh,1200000000
51536.20595,7,3,44872.90894,5,Shahrake Quds,500000000
72102.19465,3,3,18819.28859,4,Jeyhoon,1200000000
50570.86481,8,5,40580.09229,3,Parand,275000000
76156.46816,4,5,34493.80446,2,Parand,246000000
79263.55476,5,4,36164.65545,3,West Ferdows Boulevard,2600000000
48460.45561,4,4,38652.205,3,Southern Janatabad,680000000
57316.0426,6,3,26121.14462,5,Shahrake Qods,470000000
59060.69828,8,5,42956.53944,5,Daryan No,6300000000
57535.88765,6,4,31668.24612,4,Parand,313000000
76547.0352,3,1,46840.44312,2,Velenjak,15000000000
83648.23274,3,3,21137.02887,2,Mehran,8400000000
67785.93298,8,5,39757.58525,1,Persian Gulf Martyrs Lake,4000000000
75479.76745,6,5,18537.4308,4,Ostad Moein,1100000000
48879.25976,7,2,63620.01196,1,Kamranieh,14000000000
70130.40794,3,1,34088.17913,5,Punak,3500000000
65935.57561,8,3,15217.77415,4,Sattarkhan,5400000000
69340.56037,6,5,30726.37945,2,Punak,6850000000
48692.28196,3,3,40082.436,2,Shahran,3220000000
73092.74131,7,2,43509.4584,4,West Ferdows Boulevard,1650000000
59911.05461,5,3,30865.01872,3,Waterfall,1000000000
53052.07478,3,5,25753.34377,5,Punak,3760000000
74900.48595,3,4,42182.06843,4,Central Janatabad,3200000000
73980.24531,3,2,26155.68862,1,Central Janatabad,4000000000
73497.30703,9,2,39897.62592,5,Mehran,7080000000
57852.03331,4,2,42688.46134,2,Marzdaran,10800000000
72029.31286,5,2,42143.26281,5,West Ferdows Boulevard,1860000000
70696.01737,4,2,39616.98202,4,Shahryar,410000000
83335.1357,5,3,22786.03046,5,Vahidiyeh,520000000
66765.44516,6,5,38064.17691,2,Velenjak,12500000000
63440.27699,8,4,40750.32501,3,Daryan No,6000000000
56636.23819,5,4,47541.43176,1,Ostad Moein,2250000000
89088.60791,7,2,37044.85815,2,Parand,325000000
55733.28683,7,2,25676.38955,4,Punak,2300000000
71418.38194,5,1,22571.2387,1,West Ferdows Boulevard,1950000000
58651.71233,5,4,30367.8801,1,Shahrake Gharb,10000000000
67732.53825,9,4,21029.39652,3,Damavand,595000000
45103.81573,9,5,43067.01157,4,Beryanak,1258000000
71833.17821,8,1,31750.22452,2,Andisheh,460000000
64295.70834,9,3,39346.68593,1,West Ferdows Boulevard,2650000000
67855.24518,4,5,34836.60346,1,West Ferdows Boulevard,4455000000
60827.92913,4,5,20756.42805,5,Mehran,4070000000
68060.44391,9,3,19270.93113,4,Shahran,2700000000
74698.024,9,2,46999.32296,2,Niavaran,8450000000
78337.67416,8,5,21611.79421,4,Ostad Moein,3170000000
87934.1572,4,3,54310.02359,4,Feiz Garden,1890000000
75557.97395,8,2,41866.35776,4,Southern Janatabad,3500000000
74172.93064,7,4,35277.80404,2,Niavaran,6800000000
69360.14481,4,4,26863.67919,1,Parand,365000000
59314.78848,4,1,21881.93267,1,Dorous,5600000000
73854.64873,4,4,44103.1568,1,Parand,360000000
74960.76766,4,4,35918.89378,4,Southern Janatabad,360000000
61471.41263,3,5,43091.81102,5,Southern Janatabad,1850000000
48461.63718,4,2,43341.7657,4,Parand,1850000000
67128.93472,7,4,48165.64499,1,Southern Janatabad,550000000
97881.58728,3,5,37152.79934,5,Parand,902500000
70618.2689,4,2,41291.71993,1,Southern Janatabad,7000000000
87035.31768,6,4,42267.02029,2,Parand,2050000000
63938.66263,3,2,42652.51666,1,Southern Janatabad,600000000
73054.5495,9,2,31726.88774,1,Southern Janatabad,2150000000
48629.25183,7,3,53564.16323,2,Parand,493000000
61641.15166,5,4,48898.4171,3,Southern Janatabad,2370000000
84558.74602,5,3,26857.07715,5,Southern Janatabad,2450000000
73531.59798,4,2,32651.80943,1,Southern Janatabad,2100000000
83736.21696,7,2,38251.59328,3,Parand,1690000000
72079.17994,9,2,20170.09124,3,Southern Janatabad,11000000000
49346.25309,4,2,35863.46856,2,Southern Janatabad,5000000000
71946.51499,7,5,35094.18842,1,Parand,570000000
59453.3183,8,5,26601.9215,1,Southern Janatabad,6700000000
84771.04727,4,2,53950.06221,5,Southern Janatabad,1450000000
62135.39477,6,4,37575.23589,3,Parand,6400000000
66933.16527,4,3,41834.04294,1,Southern Janatabad,1390000000
72951.26067,6,4,24998.97158,1,Southern Janatabad,7000000000
64290.23174,7,3,33405.46272,2,Parand,2500000000
91046.04178,7,4,37086.62106,5,Southern Janatabad,1880000000
74764.54351,3,1,41102.07103,4,Southern Janatabad,2277000000
67770.04145,3,4,43254.28883,3,Southern Janatabad,7150000000
55401.93419,7,4,41185.75907,1,Parand,14945000000
61802.53723,9,4,34558.8286,1,Southern Janatabad,1771000000
79752.98222,6,1,42127.94984,2,Southern Janatabad,4059000000
63086.57687,4,4,41735.63536,2,Marzdaran,630000000
73864.86545,6,3,34509.45739,5,Feiz Garden,3200000000
58083.43234,9,5,30541.77661,1,Pasdaran,1500000000
48855.35379,9,4,36994.27915,3,Pasdaran,2200000000
63555.72232,3,5,25154.95519,5,Pirouzi,7872000000
64595.73298,8,4,48444.1916,1,Marzdaran,2350000000
70716.54954,7,4,49098.69705,2,Chidz,2500000000
55516.65717,7,1,40537.09648,3,Farmanieh,2150000000
56143.36197,3,3,46896.62636,5,Central Janatabad,2150000000
64076.90695,7,4,48697.73291,2,Mahmoudieh,3750000000
64144.07421,9,5,33561.7051,4,Tehran Now,5250000000
58387.21149,4,2,40569.55387,1,Marzdaran,4830000000
62092.69303,9,5,44095.06271,5,Kook,3400000000
90882.84668,4,3,41950.4841,2,Niavaran,3850000000
62731.88604,3,4,22165.26157,2,Ghoba,1200000000
